province;red;green;blue;name;x
10655;223;140;74;Province_10655;x
10656;64;205;138;Province_10656;x
10657;129;205;74;Province_10657;x
10658;194;77;74;Province_10658;x
10659;67;205;74;Province_10659;x
10660;196;205;74;Province_10660;x
10661;69;205;180;Province_10661;x
10662;102;205;74;Province_10662;x
10663;199;109;74;Province_10663;x
10664;72;205;138;Province_10664;x
10665;169;205;74;Province_10665;x
10666;74;141;180;Province_10666;x
10667;75;205;74;Province_10667;x
10668;204;173;74;Province_10668;x
10669;77;205;180;Province_10669;x
10670;142;205;74;Province_10670;x
10671;207;77;74;Province_10671;x
10672;80;205;74;Province_10672;x
10673;209;205;74;Province_10673;x
10674;82;173;180;Province_10674;x
10675;83;205;74;Province_10675;x
10676;212;141;74;Province_10676;x
10677;85;205;138;Province_10677;x
10678;182;205;74;Province_10678;x
10679;87;141;180;Province_10679;x
10680;88;205;74;Province_10680;x
10681;217;173;74;Province_10681;x
10682;90;205;180;Province_10682;x
10683;123;205;74;Province_10683;x
10684;220;109;74;Province_10684;x
10685;93;205;138;Province_10685;x
10686;222;205;74;Province_10686;x
10687;95;173;180;Province_10687;x
10688;64;206;74;Province_10688;x
10689;193;142;74;Province_10689;x
10690;66;206;138;Province_10690;x
10691;131;206;74;Province_10691;x
10692;196;78;74;Province_10692;x
10693;69;206;74;Province_10693;x
10694;198;206;74;Province_10694;x
10695;71;206;180;Province_10695;x
10696;104;206;74;Province_10696;x
10697;201;110;74;Province_10697;x
10698;74;206;138;Province_10698;x
10699;171;206;74;Province_10699;x
10700;76;142;180;Province_10700;x
10701;77;206;74;Province_10701;x
10702;206;174;74;Province_10702;x
10703;79;206;180;Province_10703;x
10704;144;206;74;Province_10704;x
10705;209;78;74;Province_10705;x
10706;82;206;138;Province_10706;x
10707;211;206;74;Province_10707;x
10708;84;174;180;Province_10708;x
10709;85;206;74;Province_10709;x
10710;214;142;74;Province_10710;x
10711;87;206;138;Province_10711;x
10712;184;206;74;Province_10712;x
10713;89;110;180;Province_10713;x
10714;90;206;74;Province_10714;x
10715;219;206;74;Province_10715;x
10716;92;206;180;Province_10716;x
10717;125;206;74;Province_10717;x
10718;222;110;74;Province_10718;x
10719;95;206;138;Province_10719;x
10720;160;207;74;Province_10720;x
10721;65;143;180;Province_10721;x
10722;66;207;74;Province_10722;x
10723;195;175;74;Province_10723;x
10724;68;207;180;Province_10724;x
10725;133;207;74;Province_10725;x
10726;198;79;74;Province_10726;x
10727;71;207;74;Province_10727;x
10728;200;207;74;Province_10728;x
10729;73;175;180;Province_10729;x
10730;74;207;74;Province_10730;x
10731;203;143;74;Province_10731;x
10732;76;207;138;Province_10732;x
10733;173;207;74;Province_10733;x
10734;78;143;180;Province_10734;x
10735;79;207;74;Province_10735;x
10736;208;175;74;Province_10736;x
10737;81;207;180;Province_10737;x
10738;114;207;74;Province_10738;x
10739;211;111;74;Province_10739;x
10740;84;207;138;Province_10740;x
10741;213;207;74;Province_10741;x
10742;86;175;180;Province_10742;x
10743;87;207;74;Province_10743;x
10744;216;143;74;Province_10744;x
10745;89;207;138;Province_10745;x
10746;154;207;74;Province_10746;x
10747;219;79;74;Province_10747;x
10748;92;207;74;Province_10748;x
10749;221;207;74;Province_10749;x
10750;94;207;180;Province_10750;x
10751;127;207;74;Province_10751;x
10752;192;112;74;Province_10752;x
10753;65;208;138;Province_10753;x
10754;162;208;74;Province_10754;x
10755;67;144;180;Province_10755;x
10756;68;208;74;Province_10756;x
10757;197;176;74;Province_10757;x
10758;70;208;180;Province_10758;x
10759;135;208;74;Province_10759;x
10760;200;80;74;Province_10760;x
10761;73;208;74;Province_10761;x
10762;202;208;74;Province_10762;x
10763;75;176;180;Province_10763;x
10764;76;208;74;Province_10764;x
10765;205;144;74;Province_10765;x
10766;78;208;138;Province_10766;x
10767;175;208;74;Province_10767;x
10768;80;144;180;Province_10768;x
10769;81;208;74;Province_10769;x
10770;210;176;74;Province_10770;x
10771;83;208;180;Province_10771;x
10772;116;208;74;Province_10772;x
10773;213;112;74;Province_10773;x
10774;86;208;138;Province_10774;x
10775;215;208;74;Province_10775;x
10776;88;176;180;Province_10776;x
10777;89;208;74;Province_10777;x
10778;218;144;74;Province_10778;x
10779;91;208;180;Province_10779;x
10780;156;208;74;Province_10780;x
10781;221;80;74;Province_10781;x
10782;94;208;74;Province_10782;x
10783;223;208;74;Province_10783;x
10784;64;209;180;Province_10784;x
10785;97;209;74;Province_10785;x
10786;194;113;74;Province_10786;x
10787;67;209;138;Province_10787;x
10788;164;209;74;Province_10788;x
10789;69;145;180;Province_10789;x
10790;70;209;74;Province_10790;x
10791;199;177;74;Province_10791;x
10792;72;209;180;Province_10792;x
10793;105;209;74;Province_10793;x
10794;202;113;74;Province_10794;x
10795;75;209;138;Province_10795;x
10796;204;209;74;Province_10796;x
10797;77;177;180;Province_10797;x
10798;78;209;74;Province_10798;x
10799;207;145;74;Province_10799;x
10800;80;209;138;Province_10800;x
10801;145;209;74;Province_10801;x
10802;210;81;74;Province_10802;x
10803;83;209;74;Province_10803;x
10804;212;209;74;Province_10804;x
10805;85;209;180;Province_10805;x
10806;118;209;74;Province_10806;x
10807;215;113;74;Province_10807;x
10808;88;209;138;Province_10808;x
10809;185;209;74;Province_10809;x
10810;90;145;180;Province_10810;x
10811;91;209;74;Province_10811;x
10812;220;177;74;Province_10812;x
10813;93;209;180;Province_10813;x
10814;158;209;74;Province_10814;x
10815;223;81;74;Province_10815;x
10816;64;210;74;Province_10816;x
10817;193;210;74;Province_10817;x
10818;66;178;180;Province_10818;x
10819;67;210;74;Province_10819;x
10820;196;146;74;Province_10820;x
10821;69;210;138;Province_10821;x
10822;166;210;74;Province_10822;x
10823;71;146;180;Province_10823;x
10824;72;210;74;Province_10824;x
10825;201;178;74;Province_10825;x
10826;74;210;180;Province_10826;x
10827;107;210;74;Province_10827;x
10828;204;114;74;Province_10828;x
10829;77;210;138;Province_10829;x
10830;206;210;74;Province_10830;x
10831;79;178;180;Province_10831;x
10832;80;210;74;Province_10832;x
10833;209;146;74;Province_10833;x
10834;82;210;138;Province_10834;x
10835;147;210;74;Province_10835;x
10836;212;82;74;Province_10836;x
10837;85;210;74;Province_10837;x
10838;214;210;74;Province_10838;x
10839;87;210;180;Province_10839;x
10840;120;210;74;Province_10840;x
10841;217;114;74;Province_10841;x
10842;90;210;138;Province_10842;x
10843;187;210;74;Province_10843;x
10844;92;146;180;Province_10844;x
10845;93;210;74;Province_10845;x
10846;222;178;74;Province_10846;x
10847;95;210;180;Province_10847;x
10848;128;211;74;Province_10848;x
10849;193;83;74;Province_10849;x
10850;66;211;74;Province_10850;x
10851;195;211;74;Province_10851;x
10852;68;179;180;Province_10852;x
10853;69;211;74;Province_10853;x
10854;198;147;74;Province_10854;x
10855;71;211;138;Province_10855;x
10856;168;211;74;Province_10856;x
10857;73;147;180;Province_10857;x
10858;74;211;74;Province_10858;x
10859;203;179;74;Province_10859;x
10860;76;211;180;Province_10860;x
10861;109;211;74;Province_10861;x
10862;206;115;74;Province_10862;x
10863;79;211;138;Province_10863;x
10864;208;211;74;Province_10864;x
10865;81;147;180;Province_10865;x
10866;82;211;74;Province_10866;x
10867;211;179;74;Province_10867;x
10868;84;211;180;Province_10868;x
10869;149;211;74;Province_10869;x
10870;214;83;74;Province_10870;x
10871;87;211;74;Province_10871;x
10872;216;211;74;Province_10872;x
10873;89;179;180;Province_10873;x
10874;90;211;74;Province_10874;x
10875;219;147;74;Province_10875;x
10876;92;211;138;Province_10876;x
10877;189;211;74;Province_10877;x
10878;94;147;180;Province_10878;x
10879;95;211;74;Province_10879;x
10880;192;180;74;Province_10880;x
10881;65;212;180;Province_10881;x
10882;98;212;74;Province_10882;x
10883;195;116;74;Province_10883;x
10884;68;212;138;Province_10884;x
10885;197;212;74;Province_10885;x
10886;70;180;180;Province_10886;x
10887;71;212;74;Province_10887;x
10888;200;148;74;Province_10888;x
10889;73;212;138;Province_10889;x
10890;138;212;74;Province_10890;x
10891;203;84;74;Province_10891;x
10892;76;212;74;Province_10892;x
10893;205;212;74;Province_10893;x
10894;78;212;180;Province_10894;x
10895;111;212;74;Province_10895;x
10896;208;116;74;Province_10896;x
10897;81;212;138;Province_10897;x
10898;178;212;74;Province_10898;x
10899;83;148;180;Province_10899;x
10900;84;212;74;Province_10900;x
10901;213;180;74;Province_10901;x
10902;86;212;180;Province_10902;x
10903;151;212;74;Province_10903;x
10904;216;84;74;Province_10904;x
10905;89;212;74;Province_10905;x
10906;218;212;74;Province_10906;x
10907;91;180;180;Province_10907;x
10908;92;212;74;Province_10908;x
10909;221;148;74;Province_10909;x
10910;94;212;138;Province_10910;x
10911;191;212;74;Province_10911;x
10912;64;149;180;Province_10912;x
10913;65;213;74;Province_10913;x
10914;194;181;74;Province_10914;x
10915;67;213;180;Province_10915;x
10916;100;213;74;Province_10916;x
10917;197;117;74;Province_10917;x
10918;70;213;138;Province_10918;x
10919;199;213;74;Province_10919;x
10920;72;181;180;Province_10920;x
10921;73;213;74;Province_10921;x
10922;202;149;74;Province_10922;x
10923;75;213;138;Province_10923;x
10924;140;213;74;Province_10924;x
10925;205;85;74;Province_10925;x
10926;78;213;74;Province_10926;x
10927;207;213;74;Province_10927;x
10928;80;213;180;Province_10928;x
10929;113;213;74;Province_10929;x
10930;210;117;74;Province_10930;x
10931;83;213;138;Province_10931;x
10932;180;213;74;Province_10932;x
10933;85;149;180;Province_10933;x
10934;86;213;74;Province_10934;x
10935;215;181;74;Province_10935;x
10936;88;213;180;Province_10936;x
10937;153;213;74;Province_10937;x
10938;218;85;74;Province_10938;x
10939;91;213;138;Province_10939;x
10940;220;213;74;Province_10940;x
10941;93;181;180;Province_10941;x
10942;94;213;74;Province_10942;x
10943;223;149;74;Province_10943;x
10944;64;214;138;Province_10944;x
10945;129;214;74;Province_10945;x
10946;194;86;74;Province_10946;x
10947;67;214;74;Province_10947;x
10948;196;214;74;Province_10948;x
10949;69;214;180;Province_10949;x
10950;102;214;74;Province_10950;x
10951;199;118;74;Province_10951;x
10952;72;214;138;Province_10952;x
10953;169;214;74;Province_10953;x
10954;74;150;180;Province_10954;x
10955;75;214;74;Province_10955;x
10956;204;182;74;Province_10956;x
10957;77;214;180;Province_10957;x
10958;142;214;74;Province_10958;x
10959;207;86;74;Province_10959;x
10960;80;214;74;Province_10960;x
10961;209;214;74;Province_10961;x
10962;82;182;180;Province_10962;x
10963;83;214;74;Province_10963;x
10964;212;150;74;Province_10964;x
10965;85;214;138;Province_10965;x
10966;182;214;74;Province_10966;x
10967;87;150;180;Province_10967;x
10968;88;214;74;Province_10968;x
10969;217;182;74;Province_10969;x
10970;90;214;180;Province_10970;x
10971;123;214;74;Province_10971;x
10972;220;118;74;Province_10972;x
10973;93;214;138;Province_10973;x
10974;222;214;74;Province_10974;x
10975;95;182;180;Province_10975;x
10976;64;215;74;Province_10976;x
10977;193;151;74;Province_10977;x
10978;66;215;138;Province_10978;x
10979;131;215;74;Province_10979;x
10980;196;87;74;Province_10980;x
10981;69;215;74;Province_10981;x
10982;198;215;74;Province_10982;x
10983;71;215;180;Province_10983;x
10984;104;215;74;Province_10984;x
10985;201;119;74;Province_10985;x
10986;74;215;138;Province_10986;x
10987;171;215;74;Province_10987;x
10988;76;151;180;Province_10988;x
10989;77;215;74;Province_10989;x
10990;206;183;74;Province_10990;x
10991;79;215;180;Province_10991;x
10992;144;215;74;Province_10992;x
10993;209;87;74;Province_10993;x
10994;82;215;74;Province_10994;x
10995;211;215;74;Province_10995;x
10996;84;183;180;Province_10996;x
10997;85;215;74;Province_10997;x
10998;214;151;74;Province_10998;x
10999;87;215;138;Province_10999;x
11000;184;215;74;Province_11000;x
11001;89;151;180;Province_11001;x
11002;90;215;74;Province_11002;x
11003;219;183;74;Province_11003;x
11004;92;215;180;Province_11004;x
11005;125;215;74;Province_11005;x
11006;222;119;74;Province_11006;x
11007;95;215;138;Province_11007;x
11008;192;216;74;Province_11008;x
11009;65;184;180;Province_11009;x
11010;66;216;74;Province_11010;x
11011;195;152;74;Province_11011;x
11012;68;216;180;Province_11012;x
11013;133;216;74;Province_11013;x
11014;198;88;74;Province_11014;x
11015;71;216;74;Province_11015;x
11016;200;216;74;Province_11016;x
11017;73;184;180;Province_11017;x
11018;106;216;74;Province_11018;x
11019;203;152;74;Province_11019;x
11020;76;216;138;Province_11020;x
11021;173;216;74;Province_11021;x
11022;78;152;180;Province_11022;x
11023;79;216;74;Province_11023;x
11024;208;184;74;Province_11024;x
11025;81;216;180;Province_11025;x
11026;114;216;74;Province_11026;x
11027;211;120;74;Province_11027;x
11028;84;216;138;Province_11028;x
11029;213;216;74;Province_11029;x
11030;86;184;180;Province_11030;x
11031;87;216;74;Province_11031;x
11032;216;152;74;Province_11032;x
11033;89;216;138;Province_11033;x
11034;154;216;74;Province_11034;x
11035;219;88;74;Province_11035;x
11036;92;216;74;Province_11036;x
11037;221;216;74;Province_11037;x
11038;94;216;180;Province_11038;x
11039;127;216;74;Province_11039;x
11040;192;121;74;Province_11040;x
11041;65;217;138;Province_11041;x
11042;162;217;74;Province_11042;x
11043;67;153;180;Province_11043;x
11044;68;217;74;Province_11044;x
11045;197;185;74;Province_11045;x
11046;70;217;180;Province_11046;x
11047;135;217;74;Province_11047;x
11048;200;89;74;Province_11048;x
11049;73;217;74;Province_11049;x
11050;202;217;74;Province_11050;x
11051;75;185;180;Province_11051;x
11052;76;217;74;Province_11052;x
11053;205;153;74;Province_11053;x
11054;78;217;138;Province_11054;x
11055;175;217;74;Province_11055;x
11056;80;153;180;Province_11056;x
11057;81;217;74;Province_11057;x
11058;210;185;74;Province_11058;x
11059;83;217;180;Province_11059;x
11060;116;217;74;Province_11060;x
11061;213;121;74;Province_11061;x
11062;86;217;138;Province_11062;x
11063;215;217;74;Province_11063;x
11064;88;185;180;Province_11064;x
11065;89;217;74;Province_11065;x
11066;218;153;74;Province_11066;x
11067;91;217;138;Province_11067;x
11068;156;217;74;Province_11068;x
11069;221;89;74;Province_11069;x
11070;94;217;74;Province_11070;x
11071;223;217;74;Province_11071;x
11072;64;218;180;Province_11072;x
11073;97;218;74;Province_11073;x
11074;194;122;74;Province_11074;x
11075;67;218;138;Province_11075;x
11076;164;218;74;Province_11076;x
11077;69;154;180;Province_11077;x
11078;70;218;74;Province_11078;x
11079;199;186;74;Province_11079;x
11080;72;218;180;Province_11080;x
11081;137;218;74;Province_11081;x
11082;202;90;74;Province_11082;x
11083;75;218;74;Province_11083;x
11084;204;218;74;Province_11084;x
11085;77;186;180;Province_11085;x
11086;78;218;74;Province_11086;x
11087;207;154;74;Province_11087;x
11088;80;218;138;Province_11088;x
11089;177;218;74;Province_11089;x
11090;82;122;180;Province_11090;x
11091;83;218;74;Province_11091;x
11092;212;218;74;Province_11092;x
11093;85;218;180;Province_11093;x
11094;118;218;74;Province_11094;x
11095;215;122;74;Province_11095;x
11096;88;218;138;Province_11096;x
11097;185;218;74;Province_11097;x
11098;90;154;180;Province_11098;x
11099;91;218;74;Province_11099;x
11100;220;186;74;Province_11100;x
11101;93;218;180;Province_11101;x
11102;158;218;74;Province_11102;x
11103;223;90;74;Province_11103;x
11104;64;219;74;Province_11104;x
11105;193;219;74;Province_11105;x
11106;66;187;180;Province_11106;x
11107;67;219;74;Province_11107;x
11108;196;155;74;Province_11108;x
11109;69;219;138;Province_11109;x
11110;166;219;74;Province_11110;x
11111;71;155;180;Province_11111;x
11112;72;219;74;Province_11112;x
11113;201;187;74;Province_11113;x
11114;74;219;180;Province_11114;x
11115;107;219;74;Province_11115;x
11116;204;123;74;Province_11116;x
11117;77;219;138;Province_11117;x
11118;206;219;74;Province_11118;x
11119;79;187;180;Province_11119;x
11120;80;219;74;Province_11120;x
11121;209;155;74;Province_11121;x
11122;82;219;138;Province_11122;x
11123;147;219;74;Province_11123;x
11124;212;91;74;Province_11124;x
11125;85;219;74;Province_11125;x
11126;214;219;74;Province_11126;x
11127;87;219;180;Province_11127;x
11128;120;219;74;Province_11128;x
11129;217;123;74;Province_11129;x
11130;90;219;138;Province_11130;x
11131;187;219;74;Province_11131;x
11132;92;155;180;Province_11132;x
11133;93;219;74;Province_11133;x
11134;222;187;74;Province_11134;x
11135;95;219;180;Province_11135;x
11136;128;220;74;Province_11136;x
11137;193;92;74;Province_11137;x
11138;66;220;74;Province_11138;x
11139;195;220;74;Province_11139;x
11140;68;188;180;Province_11140;x
11141;69;220;74;Province_11141;x
11142;198;156;74;Province_11142;x
11143;71;220;138;Province_11143;x
11144;168;220;74;Province_11144;x
11145;73;156;180;Province_11145;x
11146;74;220;74;Province_11146;x
11147;203;188;74;Province_11147;x
11148;76;220;180;Province_11148;x
11149;109;220;74;Province_11149;x
11150;206;124;74;Province_11150;x
11151;79;220;138;Province_11151;x
11152;208;220;74;Province_11152;x
11153;81;188;180;Province_11153;x
11154;82;220;74;Province_11154;x
11155;211;156;74;Province_11155;x
11156;84;220;138;Province_11156;x
11157;149;220;74;Province_11157;x
11158;214;92;74;Province_11158;x
11159;87;220;74;Province_11159;x
11160;216;220;74;Province_11160;x
11161;89;220;180;Province_11161;x
11162;122;220;74;Province_11162;x
11163;219;124;74;Province_11163;x
11164;92;220;138;Province_11164;x
11165;189;220;74;Province_11165;x
11166;94;156;180;Province_11166;x
11167;95;220;74;Province_11167;x
11168;192;189;74;Province_11168;x
11169;65;221;180;Province_11169;x
11170;130;221;74;Province_11170;x
11171;195;125;74;Province_11171;x
11172;68;221;138;Province_11172;x
11173;197;221;74;Province_11173;x
11174;70;189;180;Province_11174;x
11175;71;221;74;Province_11175;x
11176;200;157;74;Province_11176;x
11177;73;221;138;Province_11177;x
11178;138;221;74;Province_11178;x
11179;203;93;74;Province_11179;x
11180;76;221;74;Province_11180;x
11181;205;221;74;Province_11181;x
11182;78;221;180;Province_11182;x
11183;111;221;74;Province_11183;x
11184;208;125;74;Province_11184;x
11185;81;221;138;Province_11185;x
11186;178;221;74;Province_11186;x
11187;83;157;180;Province_11187;x
11188;84;221;74;Province_11188;x
11189;213;189;74;Province_11189;x
11190;86;221;180;Province_11190;x
11191;151;221;74;Province_11191;x
11192;216;93;74;Province_11192;x
11193;89;221;74;Province_11193;x
11194;218;221;74;Province_11194;x
11195;91;189;180;Province_11195;x
11196;92;221;74;Province_11196;x
11197;221;157;74;Province_11197;x
11198;94;221;138;Province_11198;x
11199;191;221;74;Province_11199;x
11200;64;158;180;Province_11200;x
11201;65;222;74;Province_11201;x
11202;194;190;74;Province_11202;x
11203;67;222;180;Province_11203;x
11204;100;222;74;Province_11204;x
11205;197;126;74;Province_11205;x
11206;70;222;138;Province_11206;x
11207;199;222;74;Province_11207;x
11208;72;190;180;Province_11208;x
11209;73;222;74;Province_11209;x
11210;202;158;74;Province_11210;x
11211;75;222;138;Province_11211;x
11212;140;222;74;Province_11212;x
11213;205;94;74;Province_11213;x
11214;78;222;74;Province_11214;x
11215;207;222;74;Province_11215;x
11216;80;222;180;Province_11216;x
11217;113;222;74;Province_11217;x
11218;210;126;74;Province_11218;x
11219;83;222;138;Province_11219;x
11220;180;222;74;Province_11220;x
11221;85;158;180;Province_11221;x
11222;86;222;74;Province_11222;x
11223;215;190;74;Province_11223;x
11224;88;222;180;Province_11224;x
11225;153;222;74;Province_11225;x
11226;218;94;74;Province_11226;x
11227;91;222;74;Province_11227;x
11228;220;222;74;Province_11228;x
11229;93;190;180;Province_11229;x
11230;94;222;74;Province_11230;x
11231;223;158;74;Province_11231;x
11232;64;223;138;Province_11232;x
11233;161;223;74;Province_11233;x
11234;66;159;180;Province_11234;x
11235;67;223;74;Province_11235;x
11236;196;191;74;Province_11236;x
11237;69;223;180;Province_11237;x
11238;102;223;74;Province_11238;x
11239;199;127;74;Province_11239;x
11240;72;223;138;Province_11240;x
11241;201;223;74;Province_11241;x
11242;74;159;180;Province_11242;x
11243;75;223;74;Province_11243;x
11244;204;191;74;Province_11244;x
11245;77;223;180;Province_11245;x
11246;142;223;74;Province_11246;x
11247;207;95;74;Province_11247;x
11248;80;223;74;Province_11248;x
11249;209;223;74;Province_11249;x
11250;82;191;180;Province_11250;x
11251;83;223;74;Province_11251;x
11252;212;159;74;Province_11252;x
11253;85;223;138;Province_11253;x
11254;182;223;74;Province_11254;x
11255;87;159;180;Province_11255;x
11256;88;223;74;Province_11256;x
11257;217;191;74;Province_11257;x
11258;90;223;180;Province_11258;x
11259;123;223;74;Province_11259;x
11260;220;127;74;Province_11260;x
11261;93;223;138;Province_11261;x
11262;222;223;74;Province_11262;x
11263;95;191;180;Province_11263;x
11264;64;192;75;Province_11264;x
11265;193;128;75;Province_11265;x
11266;66;192;139;Province_11266;x
11267;131;192;75;Province_11267;x
11268;196;64;75;Province_11268;x
11269;69;192;75;Province_11269;x
11270;198;192;75;Province_11270;x
11271;71;192;180;Province_11271;x
11272;104;192;75;Province_11272;x
11273;201;96;75;Province_11273;x
11274;74;192;139;Province_11274;x
11275;171;192;75;Province_11275;x
11276;76;128;180;Province_11276;x
11277;77;192;75;Province_11277;x
11278;206;160;75;Province_11278;x
11279;79;192;180;Province_11279;x
11280;144;192;75;Province_11280;x
11281;209;64;75;Province_11281;x
11282;82;192;75;Province_11282;x
11283;211;192;75;Province_11283;x
11284;84;160;180;Province_11284;x
11285;85;192;75;Province_11285;x
11286;214;128;75;Province_11286;x
11287;87;192;139;Province_11287;x
11288;184;192;75;Province_11288;x
11289;89;128;180;Province_11289;x
11290;90;192;75;Province_11290;x
11291;219;160;75;Province_11291;x
11292;92;192;180;Province_11292;x
11293;125;192;75;Province_11293;x
11294;222;96;75;Province_11294;x
11295;95;192;139;Province_11295;x
11296;192;193;75;Province_11296;x
11297;65;161;180;Province_11297;x
11298;66;193;75;Province_11298;x
11299;195;129;75;Province_11299;x
11300;68;193;139;Province_11300;x
11301;133;193;75;Province_11301;x
11302;198;65;75;Province_11302;x
11303;71;193;75;Province_11303;x
11304;200;193;75;Province_11304;x
11305;73;193;180;Province_11305;x
11306;106;193;75;Province_11306;x
11307;203;97;75;Province_11307;x
11308;76;193;139;Province_11308;x
11309;173;193;75;Province_11309;x
11310;78;129;180;Province_11310;x
11311;79;193;75;Province_11311;x
11312;208;161;75;Province_11312;x
11313;81;193;180;Province_11313;x
11314;146;193;75;Province_11314;x
11315;211;65;75;Province_11315;x
11316;84;193;139;Province_11316;x
11317;213;193;75;Province_11317;x
11318;86;161;180;Province_11318;x
11319;87;193;75;Province_11319;x
11320;216;129;75;Province_11320;x
11321;89;193;139;Province_11321;x
11322;186;193;75;Province_11322;x
11323;91;97;180;Province_11323;x
11324;92;193;75;Province_11324;x
11325;221;193;75;Province_11325;x
11326;94;193;180;Province_11326;x
11327;127;193;75;Province_11327;x
11328;192;98;75;Province_11328;x
11329;65;194;139;Province_11329;x
11330;162;194;75;Province_11330;x
11331;67;130;180;Province_11331;x
11332;68;194;75;Province_11332;x
11333;197;162;75;Province_11333;x
11334;70;194;180;Province_11334;x
11335;135;194;75;Province_11335;x
11336;200;66;75;Province_11336;x
11337;73;194;75;Province_11337;x
11338;202;194;75;Province_11338;x
11339;75;162;180;Province_11339;x
11340;76;194;75;Province_11340;x
11341;205;130;75;Province_11341;x
11342;78;194;139;Province_11342;x
11343;175;194;75;Province_11343;x
11344;80;130;180;Province_11344;x
11345;81;194;75;Province_11345;x
11346;210;162;75;Province_11346;x
11347;83;194;180;Province_11347;x
11348;116;194;75;Province_11348;x
11349;213;98;75;Province_11349;x
11350;86;194;139;Province_11350;x
11351;215;194;75;Province_11351;x
11352;88;162;180;Province_11352;x
11353;89;194;75;Province_11353;x
11354;218;130;75;Province_11354;x
11355;91;194;139;Province_11355;x
11356;156;194;75;Province_11356;x
11357;221;66;75;Province_11357;x
11358;94;194;75;Province_11358;x
11359;223;194;75;Province_11359;x
11360;64;195;180;Province_11360;x
11361;97;195;75;Province_11361;x
11362;194;99;75;Province_11362;x
11363;67;195;139;Province_11363;x
11364;164;195;75;Province_11364;x
11365;69;131;180;Province_11365;x
11366;70;195;75;Province_11366;x
11367;199;163;75;Province_11367;x
11368;72;195;180;Province_11368;x
11369;137;195;75;Province_11369;x
11370;202;67;75;Province_11370;x
11371;75;195;75;Province_11371;x
11372;204;195;75;Province_11372;x
11373;77;163;180;Province_11373;x
11374;78;195;75;Province_11374;x
11375;207;131;75;Province_11375;x
11376;80;195;139;Province_11376;x
11377;177;195;75;Province_11377;x
11378;82;131;180;Province_11378;x
11379;83;195;75;Province_11379;x
11380;212;163;75;Province_11380;x
11381;85;195;180;Province_11381;x
11382;118;195;75;Province_11382;x
11383;215;99;75;Province_11383;x
11384;88;195;139;Province_11384;x
11385;217;195;75;Province_11385;x
11386;90;163;180;Province_11386;x
11387;91;195;75;Province_11387;x
11388;220;131;75;Province_11388;x
11389;93;195;180;Province_11389;x
11390;158;195;75;Province_11390;x
11391;223;67;75;Province_11391;x
11392;64;196;75;Province_11392;x
11393;193;196;75;Province_11393;x
11394;66;164;180;Province_11394;x
11395;99;196;75;Province_11395;x
11396;196;132;75;Province_11396;x
11397;69;196;139;Province_11397;x
11398;166;196;75;Province_11398;x
11399;71;132;180;Province_11399;x
11400;72;196;75;Province_11400;x
11401;201;164;75;Province_11401;x
11402;74;196;180;Province_11402;x
11403;107;196;75;Province_11403;x
11404;204;100;75;Province_11404;x
11405;77;196;139;Province_11405;x
11406;206;196;75;Province_11406;x
11407;79;164;180;Province_11407;x
11408;80;196;75;Province_11408;x
11409;209;132;75;Province_11409;x
11410;82;196;139;Province_11410;x
11411;147;196;75;Province_11411;x
11412;212;68;75;Province_11412;x
11413;85;196;75;Province_11413;x
11414;214;196;75;Province_11414;x
11415;87;196;180;Province_11415;x
11416;120;196;75;Province_11416;x
11417;217;100;75;Province_11417;x
11418;90;196;139;Province_11418;x
11419;187;196;75;Province_11419;x
11420;92;132;180;Province_11420;x
11421;93;196;75;Province_11421;x
11422;222;164;75;Province_11422;x
11423;95;196;180;Province_11423;x
11424;128;197;75;Province_11424;x
11425;193;69;75;Province_11425;x
11426;66;197;75;Province_11426;x
11427;195;197;75;Province_11427;x
11428;68;165;180;Province_11428;x
11429;69;197;75;Province_11429;x
11430;198;133;75;Province_11430;x
11431;71;197;139;Province_11431;x
11432;168;197;75;Province_11432;x
11433;73;133;180;Province_11433;x
11434;74;197;75;Province_11434;x
11435;203;165;75;Province_11435;x
11436;76;197;180;Province_11436;x
11437;109;197;75;Province_11437;x
11438;206;101;75;Province_11438;x
11439;79;197;139;Province_11439;x
11440;208;197;75;Province_11440;x
11441;81;165;180;Province_11441;x
11442;82;197;75;Province_11442;x
11443;211;133;75;Province_11443;x
11444;84;197;139;Province_11444;x
11445;149;197;75;Province_11445;x
11446;214;69;75;Province_11446;x
11447;87;197;75;Province_11447;x
11448;216;197;75;Province_11448;x
11449;89;197;180;Province_11449;x
11450;122;197;75;Province_11450;x
11451;219;101;75;Province_11451;x
11452;92;197;139;Province_11452;x
11453;189;197;75;Province_11453;x
11454;94;133;180;Province_11454;x
11455;95;197;75;Province_11455;x
11456;192;166;75;Province_11456;x
11457;65;198;180;Province_11457;x
11458;130;198;75;Province_11458;x
11459;195;70;75;Province_11459;x
11460;68;198;75;Province_11460;x
11461;197;198;75;Province_11461;x
11462;70;166;180;Province_11462;x
11463;71;198;75;Province_11463;x
11464;200;134;75;Province_11464;x
11465;73;198;139;Province_11465;x
11466;170;198;75;Province_11466;x
11467;75;134;180;Province_11467;x
11468;76;198;75;Province_11468;x
11469;205;166;75;Province_11469;x
11470;78;198;180;Province_11470;x
11471;111;198;75;Province_11471;x
11472;208;102;75;Province_11472;x
11473;81;198;139;Province_11473;x
11474;210;198;75;Province_11474;x
11475;83;134;180;Province_11475;x
11476;84;198;75;Province_11476;x
